image,country,count_boundary_pixels,count_parcel_pixels,count_background_pixels
AT_1425_S2_10m_256.nc,AT,508,1721,63815
FR_68750_S2_10m_256.nc,FR,619,1626,63910
AT_7866_S2_10m_256.nc,AT,10867,15539,49997
FR_19997_S2_10m_256.nc,FR,25294,50735,14801
FR_54478_S2_10m_256.nc,FR,554,1109,64427
FR_44571_S2_10m_256.nc,FR,21757,51670,13866
LU_45_S2_10m_256.nc,LU,18495,30213,35323
AT_7891_S2_10m_256.nc,AT,28735,51017,14519
AT_6899_S2_10m_256.nc,AT,24328,40646,24890
NL_3107_S2_10m_256.nc,NL,14643,29407,36129
SE_27854_S2_10m_256.nc,SE,6952,9975,55561
SE_18558_S2_10m_256.nc,SE,4354,8759,56777
FR_19727_S2_10m_256.nc,FR,27653,50977,14559
AT_7484_S2_10m_256.nc,AT,20403,39504,26032
SI_2142_S2_10m_256.nc,SI,30519,49124,16412
AT_9446_S2_10m_256.nc,AT,17803,39127,26409
AT_9452_S2_10m_256.nc,AT,2569,3528,62008
AT_8613_S2_10m_256.nc,AT,22739,33008,32528
SE_1636_S2_10m_256.nc,SE,13038,16585,48951
FR_47392_S2_10m_256.nc,FR,0,0,65536
SE_29735_S2_10m_256.nc,SE,20191,39893,25643
FR_41784_S2_10m_256.nc,FR,31878,47161,18375
LU_111_S2_10m_256.nc,LU,19879,35345,30191
FR_51437_S2_10m_256.nc,FR,1407,2604,62932
ES_3938_S2_10m_256.nc,ES,22213,37431,28105
ES_1243_S2_10m_256.nc,ES,30812,41350,24186
ES_1315_S2_10m_256.nc,ES,24819,27036,38500
FR_24101_S2_10m_256.nc,FR,6329,11384,54152
SE_11243_S2_10m_256.nc,SE,21461,47973,17563
ES_389_S2_10m_256.nc,ES,26885,48623,16913
SE_25172_S2_10m_256.nc,SE,1507,1569,63967
AT_6599_S2_10m_256.nc,AT,8461,12745,52791
FR_28756_S2_10m_256.nc,FR,10284,19670,45866
AT_9908_S2_10m_256.nc,AT,23999,60127,5409
SE_32468_S2_10m_256.nc,SE,2876,7669,57867
AT_7128_S2_10m_256.nc,AT,9551,19375,46161
NL_4112_S2_10m_256.nc,NL,17420,31147,34389
SI_1616_S2_10m_256.nc,SI,9568,9438,56098
AT_5375_S2_10m_256.nc,AT,28032,53789,11747
AT_6246_S2_10m_256.nc,AT,236,1436,64100
SE_7004_S2_10m_256.nc,SE,16650,23606,41930
AT_8978_S2_10m_256.nc,AT,22911,38694,26842
AT_1646_S2_10m_256.nc,AT,26251,29783,35753
AT_4536_S2_10m_256.nc,AT,9838,19160,46376
AT_7615_S2_10m_256.nc,AT,6414,7868,57668
AT_4376_S2_10m_256.nc,AT,5027,45821,19715
SE_37592_S2_10m_256.nc,SE,10227,13460,52076
FR_53948_S2_10m_256.nc,FR,26746,40759,24777
FR_50697_S2_10m_256.nc,FR,5029,10935,54601
AT_6409_S2_10m_256.nc,AT,23598,51954,13582
SE_27030_S2_10m_256.nc,SE,10948,13340,52196
ES_2531_S2_10m_256.nc,ES,6440,5652,59884
SE_30850_S2_10m_256.nc,SE,14829,22244,43292
NL_2198_S2_10m_256.nc,NL,36313,46128,19408
NL_1885_S2_10m_256.nc,NL,34648,30982,34554
FR_19552_S2_10m_256.nc,FR,18275,47780,17756
SE_18104_S2_10m_256.nc,SE,23105,50570,14966
AT_6838_S2_10m_256.nc,AT,22854,36169,29367
FR_42884_S2_10m_256.nc,FR,24457,35555,29981
NL_2955_S2_10m_256.nc,NL,21201,42766,22770
AT_6900_S2_10m_256.nc,AT,19182,29442,36094
AT_6466_S2_10m_256.nc,AT,2799,8033,57503
FR_25994_S2_10m_256.nc,FR,852,941,64595
SE_13866_S2_10m_256.nc,SE,10356,27567,37969
FR_17880_S2_10m_256.nc,FR,24790,52064,13472
FR_41827_S2_10m_256.nc,FR,5291,15325,50211
SE_39391_S2_10m_256.nc,SE,3090,3975,61561
FR_47115_S2_10m_256.nc,FR,5047,11230,54306
AT_5952_S2_10m_256.nc,AT,12374,18320,47216
ES_830_S2_10m_256.nc,ES,19322,26252,39284
AT_899_S2_10m_256.nc,AT,3129,19179,46357
SE_16634_S2_10m_256.nc,SE,5662,10843,54693
AT_6888_S2_10m_256.nc,AT,19585,40113,25423
SE_26683_S2_10m_256.nc,SE,13645,42097,23439
FR_31402_S2_10m_256.nc,FR,8540,18562,46974
AT_463_S2_10m_256.nc,AT,17642,34288,31248
ES_253_S2_10m_256.nc,ES,24498,35587,29949
AT_9390_S2_10m_256.nc,AT,24773,48422,17114
AT_10405_S2_10m_256.nc,AT,16567,41317,24219
SE_23568_S2_10m_256.nc,SE,8909,16883,48653
SI_1418_S2_10m_256.nc,SI,16678,17115,48421
NL_1969_S2_10m_256.nc,NL,11406,23782,41754
FR_8198_S2_10m_256.nc,FR,12998,14631,50905
FR_39272_S2_10m_256.nc,FR,6946,15471,50065
FR_34284_S2_10m_256.nc,FR,30407,43025,22511
SE_32442_S2_10m_256.nc,SE,4484,10786,54750
AT_7730_S2_10m_256.nc,AT,0,0,65536
FR_29850_S2_10m_256.nc,FR,0,0,65536
NL_3170_S2_10m_256.nc,NL,20204,33703,31833
FR_40457_S2_10m_256.nc,FR,3624,8702,56834
FR_52655_S2_10m_256.nc,FR,19200,47517,18019
FR_55577_S2_10m_256.nc,FR,151,250,65286
FR_23038_S2_10m_256.nc,FR,8223,15971,49565
ES_3817_S2_10m_256.nc,ES,27796,46449,19087
AT_10333_S2_10m_256.nc,AT,27401,43518,22018
ES_1393_S2_10m_256.nc,ES,1219,749,64787
FR_19970_S2_10m_256.nc,FR,12549,24668,40868
AT_8617_S2_10m_256.nc,AT,3649,31802,33734
FR_38865_S2_10m_256.nc,FR,13142,40605,24931
AT_2459_S2_10m_256.nc,AT,9130,24336,41200
AT_1281_S2_10m_256.nc,AT,1191,1184,64352
AT_4457_S2_10m_256.nc,AT,0,0,65536
ES_455_S2_10m_256.nc,ES,19668,39926,25610
SE_30452_S2_10m_256.nc,SE,18713,40794,24742
AT_2170_S2_10m_256.nc,AT,1939,28999,36537
SE_30149_S2_10m_256.nc,SE,9135,20539,44997
FR_45937_S2_10m_256.nc,FR,31537,48592,16944
NL_1494_S2_10m_256.nc,NL,3801,7172,58364
AT_6107_S2_10m_256.nc,AT,3662,4401,61135
FR_51993_S2_10m_256.nc,FR,10242,14202,51334
AT_8383_S2_10m_256.nc,AT,13907,17357,48179
NL_4757_S2_10m_256.nc,NL,8467,23816,41720
AT_9520_S2_10m_256.nc,AT,22196,50187,15349
AT_4014_S2_10m_256.nc,AT,1825,25452,40084
NL_641_S2_10m_256.nc,NL,17182,57997,7539
AT_8404_S2_10m_256.nc,AT,7523,7804,57732
AT_7760_S2_10m_256.nc,AT,34377,45959,19577
FR_20553_S2_10m_256.nc,FR,27920,45693,19843
NL_4071_S2_10m_256.nc,NL,37175,50232,15304
AT_6526_S2_10m_256.nc,AT,7362,15293,50243
LU_79_S2_10m_256.nc,LU,24532,41825,23711
FR_50324_S2_10m_256.nc,FR,2611,41026,24510
FR_58869_S2_10m_256.nc,FR,1010,3745,61791
ES_1443_S2_10m_256.nc,ES,9209,7025,58511
FR_25511_S2_10m_256.nc,FR,15921,25305,40231
FR_59241_S2_10m_256.nc,FR,15651,20522,45014
AT_1357_S2_10m_256.nc,AT,4725,29535,36001
SE_19271_S2_10m_256.nc,SE,15025,47026,18510
AT_7444_S2_10m_256.nc,AT,12438,24188,41348
SE_26654_S2_10m_256.nc,SE,18879,45574,19962
AT_6154_S2_10m_256.nc,AT,10440,46676,18860
ES_3400_S2_10m_256.nc,ES,0,0,65536
SE_20123_S2_10m_256.nc,SE,69,50,65486
LU_90_S2_10m_256.nc,LU,23979,39426,26110
AT_6479_S2_10m_256.nc,AT,10541,12820,52716
SE_28187_S2_10m_256.nc,SE,15072,27259,38277
AT_6904_S2_10m_256.nc,AT,19850,27126,38410
AT_6810_S2_10m_256.nc,AT,568,428,65108
NL_3594_S2_10m_256.nc,NL,18802,56088,9448
FR_46890_S2_10m_256.nc,FR,116,193,65343
AT_8572_S2_10m_256.nc,AT,23598,55559,9977
FR_34545_S2_10m_256.nc,FR,15453,23899,41637
SE_10862_S2_10m_256.nc,SE,13324,46623,18913
NL_4229_S2_10m_256.nc,NL,19463,55749,9787
AT_5512_S2_10m_256.nc,AT,7043,25602,39934
AT_7441_S2_10m_256.nc,AT,2926,4879,60657
AT_6779_S2_10m_256.nc,AT,1501,1540,63996
FR_48660_S2_10m_256.nc,FR,26142,26829,38707
AT_3205_S2_10m_256.nc,AT,21162,28537,36999
SE_13163_S2_10m_256.nc,SE,14924,18633,46903
NL_3564_S2_10m_256.nc,NL,18018,33696,31840
AT_9759_S2_10m_256.nc,AT,35556,53248,12288
SE_54595_S2_10m_256.nc,SE,0,0,65536
NL_1580_S2_10m_256.nc,NL,18576,24907,40629
FR_34690_S2_10m_256.nc,FR,14125,32808,32728
FR_34727_S2_10m_256.nc,FR,10996,24174,41362
AT_4449_S2_10m_256.nc,AT,7962,14826,50710
SE_26228_S2_10m_256.nc,SE,598,773,64763
FR_37615_S2_10m_256.nc,FR,15375,39744,25792
AT_8766_S2_10m_256.nc,AT,2271,2443,63093
FR_32103_S2_10m_256.nc,FR,26752,47838,17698
SI_1388_S2_10m_256.nc,SI,37778,50882,14654
SE_35931_S2_10m_256.nc,SE,3304,7231,58305
SE_33539_S2_10m_256.nc,SE,27403,43216,22320
AT_4242_S2_10m_256.nc,AT,10626,53183,12353
AT_3058_S2_10m_256.nc,AT,18554,28754,36782
AT_4985_S2_10m_256.nc,AT,0,0,65536
FR_27201_S2_10m_256.nc,FR,14555,37899,27637
AT_7911_S2_10m_256.nc,AT,32643,55010,10526
SE_22050_S2_10m_256.nc,SE,14008,26655,38881
AT_4320_S2_10m_256.nc,AT,840,1111,64425
ES_764_S2_10m_256.nc,ES,27224,52816,12720
SE_41714_S2_10m_256.nc,SE,25064,35106,30430
SI_845_S2_10m_256.nc,SI,35102,41005,24531
FR_41777_S2_10m_256.nc,FR,34408,58035,7501
SE_21645_S2_10m_256.nc,SE,10569,39853,25683
AT_7371_S2_10m_256.nc,AT,26615,45300,20236
FR_57771_S2_10m_256.nc,FR,2871,2575,62961
AT_7053_S2_10m_256.nc,AT,3732,6984,58552
AT_6987_S2_10m_256.nc,AT,1448,6990,58546
AT_9748_S2_10m_256.nc,AT,23129,54066,11470
NL_3276_S2_10m_256.nc,NL,20465,37935,27601
FR_50591_S2_10m_256.nc,FR,13527,23061,42475
SE_14705_S2_10m_256.nc,SE,17030,22800,42736
FR_15279_S2_10m_256.nc,FR,2030,5305,60231
NL_2487_S2_10m_256.nc,NL,2880,2849,62687
FR_32229_S2_10m_256.nc,FR,10968,22588,42948
FR_37116_S2_10m_256.nc,FR,8901,11727,53809
SE_8545_S2_10m_256.nc,SE,3931,3544,61992
AT_8252_S2_10m_256.nc,AT,3160,12867,52669
AT_9958_S2_10m_256.nc,AT,0,0,65536
SE_10854_S2_10m_256.nc,SE,17103,19128,46408
SI_626_S2_10m_256.nc,SI,30009,35452,30084
NL_2896_S2_10m_256.nc,NL,928,872,64664
FR_28260_S2_10m_256.nc,FR,17538,19256,46280
SE_35149_S2_10m_256.nc,SE,9754,14410,51126
AT_4909_S2_10m_256.nc,AT,7197,36771,28765
AT_5560_S2_10m_256.nc,AT,10390,11651,53885
SI_1967_S2_10m_256.nc,SI,30504,37641,27895
NL_4461_S2_10m_256.nc,NL,20578,56220,9316
SE_13935_S2_10m_256.nc,SE,12715,23172,42364
FR_52022_S2_10m_256.nc,FR,10224,13339,52197
SE_34776_S2_10m_256.nc,SE,11252,21149,44387
AT_5889_S2_10m_256.nc,AT,10078,22685,42851
NL_2114_S2_10m_256.nc,NL,44870,48665,16871
NL_3918_S2_10m_256.nc,NL,25273,32567,32969
SI_1644_S2_10m_256.nc,SI,16043,13530,52006
NL_3963_S2_10m_256.nc,NL,23263,51954,13582
FR_34282_S2_10m_256.nc,FR,23200,36760,28776
SE_18909_S2_10m_256.nc,SE,11456,16170,49366
SE_14322_S2_10m_256.nc,SE,12623,29958,35578
AT_7816_S2_10m_256.nc,AT,30186,51565,13971
SE_29409_S2_10m_256.nc,SE,18351,31630,33906
NL_1814_S2_10m_256.nc,NL,17662,33618,31918
NL_3902_S2_10m_256.nc,NL,42053,54787,10749
FR_49505_S2_10m_256.nc,FR,7932,14431,51105
FR_50570_S2_10m_256.nc,FR,2879,9300,56236
FR_56397_S2_10m_256.nc,FR,5348,36307,29229
SI_1369_S2_10m_256.nc,SI,2221,3593,61943
AT_5350_S2_10m_256.nc,AT,4936,27736,37800
SE_16259_S2_10m_256.nc,SE,21832,53960,11576
FR_48912_S2_10m_256.nc,FR,0,0,65536
FR_39311_S2_10m_256.nc,FR,16086,31424,34112
SE_45699_S2_10m_256.nc,SE,12232,16911,48625
FR_26985_S2_10m_256.nc,FR,20075,52348,13188
AT_1282_S2_10m_256.nc,AT,117,372,65164
AT_3571_S2_10m_256.nc,AT,1651,26600,38936
NL_2101_S2_10m_256.nc,NL,11373,23549,41987
AT_9608_S2_10m_256.nc,AT,27526,44718,20818
SI_2319_S2_10m_256.nc,SI,27515,31011,34525
AT_5870_S2_10m_256.nc,AT,3435,33379,32157
FR_62029_S2_10m_256.nc,FR,354,313,65223
NL_2347_S2_10m_256.nc,NL,28714,40637,24899
SE_43955_S2_10m_256.nc,SE,5786,11404,54132
SI_158_S2_10m_256.nc,SI,1361,1426,64110
SE_20026_S2_10m_256.nc,SE,17083,58605,6931
SE_15021_S2_10m_256.nc,SE,7822,20088,45448
FR_32669_S2_10m_256.nc,FR,21549,33870,31666
SE_44334_S2_10m_256.nc,SE,22119,52588,12948
ES_252_S2_10m_256.nc,ES,18474,25424,40112
ES_1430_S2_10m_256.nc,ES,38455,38855,26681
SI_466_S2_10m_256.nc,SI,1133,1509,64027
SE_17814_S2_10m_256.nc,SE,7896,12633,52903
LU_217_S2_10m_256.nc,LU,29346,57280,8256
AT_5189_S2_10m_256.nc,AT,4863,29872,35664
SE_29383_S2_10m_256.nc,SE,3618,10096,55440
NL_1877_S2_10m_256.nc,NL,18439,50414,15122
NL_4919_S2_10m_256.nc,NL,19426,42083,23453
FR_55854_S2_10m_256.nc,FR,3685,24982,40554
NL_2969_S2_10m_256.nc,NL,643,199,65337
SI_1699_S2_10m_256.nc,SI,22487,25988,39548
SE_19708_S2_10m_256.nc,SE,26882,32176,33360
AT_8725_S2_10m_256.nc,AT,12683,13861,51675
FR_45484_S2_10m_256.nc,FR,16522,21423,44113
NL_3682_S2_10m_256.nc,NL,28407,46783,18753
ES_3274_S2_10m_256.nc,ES,9201,14005,51531
FR_43132_S2_10m_256.nc,FR,26222,34244,31292
AT_6031_S2_10m_256.nc,AT,1237,21588,43948
NL_4038_S2_10m_256.nc,NL,22836,42906,22630
FR_52223_S2_10m_256.nc,FR,330,261,65275
NL_2348_S2_10m_256.nc,NL,1436,1229,64307
NL_3713_S2_10m_256.nc,NL,6153,8455,57081
SI_1607_S2_10m_256.nc,SI,11585,10462,55074
FR_69861_S2_10m_256.nc,FR,18272,34735,30801
FR_51169_S2_10m_256.nc,FR,24065,37374,28162
AT_7766_S2_10m_256.nc,AT,38173,52560,12976
AT_9891_S2_10m_256.nc,AT,12322,23537,41999
AT_9967_S2_10m_256.nc,AT,19342,46584,18952
AT_9458_S2_10m_256.nc,AT,28145,52336,13200
FR_20005_S2_10m_256.nc,FR,23207,36194,29342
AT_5338_S2_10m_256.nc,AT,3708,5072,60464
AT_8577_S2_10m_256.nc,AT,19864,51597,13939
SI_2366_S2_10m_256.nc,SI,17054,18489,47047
SI_1107_S2_10m_256.nc,SI,1026,1434,64102
SE_20835_S2_10m_256.nc,SE,16661,19171,46365
FR_30589_S2_10m_256.nc,FR,2005,4838,60698
AT_9314_S2_10m_256.nc,AT,30316,42328,23208
FR_35269_S2_10m_256.nc,FR,8864,13952,51584
AT_9365_S2_10m_256.nc,AT,23508,38482,27054
FR_56933_S2_10m_256.nc,FR,3921,23861,41675
FR_62579_S2_10m_256.nc,FR,30514,55265,10271
AT_7785_S2_10m_256.nc,AT,9161,14497,51039
FR_33755_S2_10m_256.nc,FR,16446,21438,44098
FR_26597_S2_10m_256.nc,FR,8410,7998,57538
SE_44344_S2_10m_256.nc,SE,18686,36887,28649
ES_1620_S2_10m_256.nc,ES,30163,24236,41300
AT_5556_S2_10m_256.nc,AT,3688,16098,49438
AT_9439_S2_10m_256.nc,AT,19293,31117,34419
AT_5355_S2_10m_256.nc,AT,12734,17425,48111
AT_394_S2_10m_256.nc,AT,7978,14049,51487
FR_44272_S2_10m_256.nc,FR,17378,22525,43011
NL_2124_S2_10m_256.nc,NL,460,494,65042
NL_3242_S2_10m_256.nc,NL,15391,23724,41812
AT_4748_S2_10m_256.nc,AT,15011,19137,46399
AT_7032_S2_10m_256.nc,AT,2863,9755,55781
NL_2038_S2_10m_256.nc,NL,38853,41219,24317
ES_1141_S2_10m_256.nc,ES,29471,45528,20008
AT_7199_S2_10m_256.nc,AT,7798,13884,51652
AT_3351_S2_10m_256.nc,AT,14003,28909,36627
FR_33858_S2_10m_256.nc,FR,1987,3195,62341
AT_4683_S2_10m_256.nc,AT,4623,27603,37933
AT_8418_S2_10m_256.nc,AT,11234,10278,55258
AT_4470_S2_10m_256.nc,AT,7214,13333,52203
ES_1435_S2_10m_256.nc,ES,31087,52281,13255
FR_45616_S2_10m_256.nc,FR,867,511,65025
SE_30187_S2_10m_256.nc,SE,6064,10877,54659
ES_1557_S2_10m_256.nc,ES,31263,58137,7399
FR_54203_S2_10m_256.nc,FR,165,156,65380
AT_7432_S2_10m_256.nc,AT,1945,2663,62873
FR_50096_S2_10m_256.nc,FR,20087,43034,22502
FR_55024_S2_10m_256.nc,FR,1275,8670,56866
NL_2049_S2_10m_256.nc,NL,386,1105,64431
LU_120_S2_10m_256.nc,LU,15366,20149,45387
FR_26997_S2_10m_256.nc,FR,19303,35585,29951
SE_29386_S2_10m_256.nc,SE,12621,46890,18646
FR_53914_S2_10m_256.nc,FR,24002,32205,33331
SE_28625_S2_10m_256.nc,SE,16934,31959,33577
AT_7208_S2_10m_256.nc,AT,2402,16323,49213
FR_40720_S2_10m_256.nc,FR,15334,40485,25051
FR_63676_S2_10m_256.nc,FR,26717,41726,23810
SE_26677_S2_10m_256.nc,SE,3849,7677,57859
NL_409_S2_10m_256.nc,NL,24380,49481,16055
AT_7804_S2_10m_256.nc,AT,0,0,65536
FR_27466_S2_10m_256.nc,FR,12246,30802,34734
SE_38249_S2_10m_256.nc,SE,20730,28391,37145
ES_2717_S2_10m_256.nc,ES,21530,28323,37213
AT_9304_S2_10m_256.nc,AT,3731,3190,62346
AT_6275_S2_10m_256.nc,AT,20534,33119,32417
NL_1798_S2_10m_256.nc,NL,18562,46042,19494
AT_5195_S2_10m_256.nc,AT,1619,6776,58760
NL_3560_S2_10m_256.nc,NL,21160,30926,34610
AT_8864_S2_10m_256.nc,AT,33119,49882,15654
FR_25016_S2_10m_256.nc,FR,11065,12108,53428
FR_54016_S2_10m_256.nc,FR,5198,19261,46275
FR_52378_S2_10m_256.nc,FR,12222,31969,33567
SE_16176_S2_10m_256.nc,SE,15027,35835,29701
ES_3327_S2_10m_256.nc,ES,13196,17159,48377
AT_5000_S2_10m_256.nc,AT,17221,31409,34127
AT_4462_S2_10m_256.nc,AT,17198,37626,27910
SE_14704_S2_10m_256.nc,SE,20071,31439,34097
AT_1932_S2_10m_256.nc,AT,374,62011,3525
FR_57505_S2_10m_256.nc,FR,4296,37986,27550
AT_5925_S2_10m_256.nc,AT,4116,5265,60271
FR_58049_S2_10m_256.nc,FR,1915,4304,61232
NL_2037_S2_10m_256.nc,NL,43533,46879,18657
SE_36302_S2_10m_256.nc,SE,4913,6592,58944
FR_42299_S2_10m_256.nc,FR,17603,21826,43710
SE_23576_S2_10m_256.nc,SE,9386,21839,43697
NL_3748_S2_10m_256.nc,NL,39135,51651,13885
NL_3416_S2_10m_256.nc,NL,7071,10901,54635
FR_11231_S2_10m_256.nc,FR,15806,26911,38625
SI_676_S2_10m_256.nc,SI,12641,12445,53091
FR_42570_S2_10m_256.nc,FR,3971,8973,56563
FR_53752_S2_10m_256.nc,FR,14495,47697,17839
AT_7601_S2_10m_256.nc,AT,17987,22314,43222
AT_6232_S2_10m_256.nc,AT,1580,7006,58530
FR_41778_S2_10m_256.nc,FR,35891,54922,10614
SE_31658_S2_10m_256.nc,SE,4451,5235,60301
ES_613_S2_10m_256.nc,ES,19414,56800,8736
SI_978_S2_10m_256.nc,SI,21794,21291,44245
FR_57213_S2_10m_256.nc,FR,5791,18428,47108
ES_457_S2_10m_256.nc,ES,20114,53995,11541
AT_5897_S2_10m_256.nc,AT,22116,53594,11942
AT_6815_S2_10m_256.nc,AT,15712,31579,33957
SE_13172_S2_10m_256.nc,SE,11517,28986,36550
FR_65346_S2_10m_256.nc,FR,32486,47928,17608
SE_32439_S2_10m_256.nc,SE,11565,33358,32178
FR_18038_S2_10m_256.nc,FR,738,2257,63279
NL_3995_S2_10m_256.nc,NL,33594,44284,21252
AT_5150_S2_10m_256.nc,AT,0,0,65536
FR_32381_S2_10m_256.nc,FR,24633,49573,15963
AT_6829_S2_10m_256.nc,AT,5438,8803,56733
ES_1671_S2_10m_256.nc,ES,17791,22237,43299
FR_62292_S2_10m_256.nc,FR,10738,17085,48451
AT_3724_S2_10m_256.nc,AT,8483,31417,34119
ES_1545_S2_10m_256.nc,ES,34961,40985,24551
NL_3962_S2_10m_256.nc,NL,26948,52294,13242
NL_3398_S2_10m_256.nc,NL,20839,30036,35500
AT_8574_S2_10m_256.nc,AT,24356,49690,15846
SE_31276_S2_10m_256.nc,SE,10996,23101,42435
AT_3276_S2_10m_256.nc,AT,24295,33009,32527
SE_42415_S2_10m_256.nc,SE,19724,48290,17246
SI_756_S2_10m_256.nc,SI,5901,7081,58455
NL_2426_S2_10m_256.nc,NL,13210,13247,52289
ES_940_S2_10m_256.nc,ES,24304,36162,29374
SE_9322_S2_10m_256.nc,SE,15248,31255,34281
SI_813_S2_10m_256.nc,SI,23888,36124,29412
NL_1879_S2_10m_256.nc,NL,12374,15303,50233
AT_902_S2_10m_256.nc,AT,1317,11653,53883
FR_57242_S2_10m_256.nc,FR,399,749,64787
SE_19653_S2_10m_256.nc,SE,8419,26506,39030
AT_5895_S2_10m_256.nc,AT,22809,35186,30350
AT_7139_S2_10m_256.nc,AT,0,0,65536
NL_1638_S2_10m_256.nc,NL,18277,25051,40485
AT_9079_S2_10m_256.nc,AT,2642,3176,62360
SE_19268_S2_10m_256.nc,SE,11923,21892,43644
FR_19133_S2_10m_256.nc,FR,1970,4407,61129
NL_1263_S2_10m_256.nc,NL,16449,44173,21363
NL_711_S2_10m_256.nc,NL,19518,57391,8145
SE_20089_S2_10m_256.nc,SE,18356,27506,38030
ES_580_S2_10m_256.nc,ES,21176,26727,38809
AT_5497_S2_10m_256.nc,AT,4695,40673,24863
NL_4604_S2_10m_256.nc,NL,19669,35869,29667
NL_3121_S2_10m_256.nc,NL,25487,33290,32246
SE_12720_S2_10m_256.nc,SE,11947,62236,3300
AT_9151_S2_10m_256.nc,AT,4641,5622,59914
NL_3738_S2_10m_256.nc,NL,29299,50761,14775
FR_68459_S2_10m_256.nc,FR,2082,23260,42276
AT_6545_S2_10m_256.nc,AT,1059,8502,57034
SE_27426_S2_10m_256.nc,SE,10073,15102,50434
FR_49021_S2_10m_256.nc,FR,10832,34674,30862
AT_4830_S2_10m_256.nc,AT,17782,43837,21699
FR_57765_S2_10m_256.nc,FR,5186,49812,15724
AT_6860_S2_10m_256.nc,AT,24155,50081,15455
AT_7051_S2_10m_256.nc,AT,8857,11602,53934
FR_47658_S2_10m_256.nc,FR,4168,7130,58406
NL_2511_S2_10m_256.nc,NL,0,0,65536
ES_1427_S2_10m_256.nc,ES,30295,34567,30969
NL_3524_S2_10m_256.nc,NL,11795,18551,46985
AT_8023_S2_10m_256.nc,AT,2089,4952,60584
FR_14444_S2_10m_256.nc,FR,1603,10444,55092
AT_5927_S2_10m_256.nc,AT,6661,28273,37263
AT_2911_S2_10m_256.nc,AT,3916,13150,52386
AT_7881_S2_10m_256.nc,AT,0,0,65536
SI_1342_S2_10m_256.nc,SI,11651,13088,52448
FR_54181_S2_10m_256.nc,FR,5324,36029,29507
NL_3096_S2_10m_256.nc,NL,20490,42498,23038
AT_8044_S2_10m_256.nc,AT,18924,23115,42421
AT_2987_S2_10m_256.nc,AT,2625,17032,48504
ES_2718_S2_10m_256.nc,ES,29154,37562,27974
FR_69850_S2_10m_256.nc,FR,4425,33441,32095
NL_3605_S2_10m_256.nc,NL,26443,53146,12390
AT_5496_S2_10m_256.nc,AT,6876,16873,48663
AT_3730_S2_10m_256.nc,AT,3340,14710,50826
SE_33600_S2_10m_256.nc,SE,8581,16575,48961
AT_8911_S2_10m_256.nc,AT,9253,9685,55851
FR_55298_S2_10m_256.nc,FR,3245,50294,15242
FR_53938_S2_10m_256.nc,FR,2634,2997,62539
AT_5185_S2_10m_256.nc,AT,8019,11444,54092
FR_43524_S2_10m_256.nc,FR,18428,53292,12244
ES_702_S2_10m_256.nc,ES,32712,54052,11484
AT_6844_S2_10m_256.nc,AT,3330,24503,41033
NL_4989_S2_10m_256.nc,NL,6977,11722,53814
FR_34121_S2_10m_256.nc,FR,752,754,64782
FR_38157_S2_10m_256.nc,FR,14341,35894,29642
NL_2265_S2_10m_256.nc,NL,37041,49809,15727
ES_1311_S2_10m_256.nc,ES,29747,51287,14249
FR_54234_S2_10m_256.nc,FR,6834,44027,21509
ES_573_S2_10m_256.nc,ES,26686,24777,40759
AT_3655_S2_10m_256.nc,AT,19147,30419,35117
NL_4909_S2_10m_256.nc,NL,25795,52150,13386
SI_366_S2_10m_256.nc,SI,0,0,65536
AT_6249_S2_10m_256.nc,AT,0,0,65536
AT_6541_S2_10m_256.nc,AT,1022,1184,64352
AT_3062_S2_10m_256.nc,AT,1208,11833,53703
NL_2445_S2_10m_256.nc,NL,16583,47917,17619
AT_6167_S2_10m_256.nc,AT,1361,15657,49879
AT_4929_S2_10m_256.nc,AT,24681,35441,30095
FR_21618_S2_10m_256.nc,FR,82,65,65471
AT_8016_S2_10m_256.nc,AT,8266,9693,55843
FR_40752_S2_10m_256.nc,FR,19872,45607,19929
FR_43969_S2_10m_256.nc,FR,16722,19339,46197
AT_6298_S2_10m_256.nc,AT,4693,5965,59571
AT_5408_S2_10m_256.nc,AT,2593,15866,49670
SE_16659_S2_10m_256.nc,SE,13073,15348,50188
FR_55034_S2_10m_256.nc,FR,4427,14404,51132
SE_17734_S2_10m_256.nc,SE,15044,22418,43118
FR_26134_S2_10m_256.nc,FR,3469,5671,59865
AT_8253_S2_10m_256.nc,AT,590,564,64972
SE_30120_S2_10m_256.nc,SE,7790,16542,48994
NL_3431_S2_10m_256.nc,NL,1957,7652,57884
AT_608_S2_10m_256.nc,AT,16324,14390,51146
FR_20816_S2_10m_256.nc,FR,4579,7134,58402
NL_2600_S2_10m_256.nc,NL,892,798,64738
LU_109_S2_10m_256.nc,LU,14009,19011,46525
SE_44336_S2_10m_256.nc,SE,16751,40765,24771
FR_46295_S2_10m_256.nc,FR,19882,60698,4838
FR_52805_S2_10m_256.nc,FR,5036,12747,52789
FR_20294_S2_10m_256.nc,FR,4119,12284,53252
SE_15408_S2_10m_256.nc,SE,16652,39785,25751
FR_55531_S2_10m_256.nc,FR,0,0,65536
SE_34311_S2_10m_256.nc,SE,24427,43605,21931
AT_9605_S2_10m_256.nc,AT,28834,48311,17225
SE_30534_S2_10m_256.nc,SE,704,1454,64082
ES_1732_S2_10m_256.nc,ES,10767,13142,52394
